prname,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,numtoday,deathstoday,testedtoday,recoveredtoday,numactive,rateactive
Newfoundland and Labrador,2020-03-16,0,1,0.0,1,161.0,0.0,0.0,0,0.0,99.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-03-17,0,1,0.0,1,161.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-03-18,0,3,0.0,3,161.0,0.0,0.0,2,0.0,0.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-03-19,1,2,0.0,3,267.0,0.0,0.0,0,0.0,106.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-03-20,3,1,0.0,4,287.0,0.0,0.0,1,0.0,20.0,0.0,4.0,0.77
Newfoundland and Labrador,2020-03-21,3,3,0.0,6,299.0,0.0,0.0,2,0.0,12.0,0.0,6.0,1.15
Newfoundland and Labrador,2020-03-22,3,6,0.0,9,299.0,0.0,0.0,3,0.0,0.0,0.0,9.0,1.73
Newfoundland and Labrador,2020-03-23,4,20,0.0,24,894.0,0.0,0.0,15,0.0,595.0,0.0,24.0,4.6
Newfoundland and Labrador,2020-03-24,4,31,0.0,35,1087.0,0.0,0.0,11,0.0,193.0,0.0,35.0,6.71
Newfoundland and Labrador,2020-03-25,67,0,0.0,67,1235.0,0.0,0.0,32,0.0,148.0,0.0,67.0,12.85
Newfoundland and Labrador,2020-03-26,82,0,0.0,82,1447.0,0.0,0.0,15,0.0,212.0,0.0,82.0,15.72
Newfoundland and Labrador,2020-03-27,102,0,0.0,102,1684.0,0.0,0.0,20,0.0,237.0,0.0,102.0,19.56
Newfoundland and Labrador,2020-03-28,120,0,0.0,120,1907.0,4.0,3.33,18,0.0,223.0,4.0,116.0,22.24
Newfoundland and Labrador,2020-03-29,135,0,0.0,135,2107.0,4.0,2.96,15,0.0,200.0,0.0,131.0,25.12
Newfoundland and Labrador,2020-03-30,148,0,1.0,148,2332.0,7.0,4.73,13,1.0,225.0,3.0,140.0,26.84
Newfoundland and Labrador,2020-03-31,152,0,1.0,152,2500.0,7.0,4.61,4,0.0,168.0,0.0,144.0,27.61
Newfoundland and Labrador,2020-04-01,175,0,1.0,175,2762.0,10.0,5.71,23,0.0,262.0,3.0,164.0,31.45
Newfoundland and Labrador,2020-04-02,183,0,1.0,183,2904.0,10.0,5.46,8,0.0,142.0,0.0,172.0,32.98
Newfoundland and Labrador,2020-04-03,183,0,1.0,183,3136.0,10.0,5.46,0,0.0,232.0,0.0,182.0,34.9
Newfoundland and Labrador,2020-04-04,195,0,1.0,195,3345.0,10.0,5.46,12,0.0,209.0,0.0,194.0,37.2
Newfoundland and Labrador,2020-04-05,217,0,1.0,217,3556.0,11.0,5.07,22,0.0,211.0,11.0,205.0,39.31
Newfoundland and Labrador,2020-04-06,226,0,2.0,226,3776.0,32.0,14.16,9,1.0,220.0,21.0,192.0,36.81
Newfoundland and Labrador,2020-04-07,228,0,2.0,228,3958.0,32.0,14.16,2,0.0,182.0,21.0,226.0,43.33
Newfoundland and Labrador,2020-04-08,232,0,2.0,232,4135.0,32.0,14.16,4,0.0,177.0,21.0,230.0,44.1
Newfoundland and Labrador,2020-04-09,236,0,3.0,236,4384.0,32.0,14.16,4,1.0,249.0,21.0,233.0,44.68
Newfoundland and Labrador,2020-04-10,239,0,3.0,239,4520.0,32.0,14.16,3,0.0,136.0,21.0,236.0,45.25
Newfoundland and Labrador,2020-04-11,241,0,3.0,241,4713.0,32.0,14.16,2,0.0,193.0,21.0,238.0,45.63
Newfoundland and Labrador,2020-04-12,242,0,3.0,242,4812.0,32.0,14.16,1,0.0,99.0,21.0,239.0,45.83
Newfoundland and Labrador,2020-04-13,244,0,3.0,244,4897.0,32.0,14.16,2,0.0,85.0,21.0,241.0,46.21
Newfoundland and Labrador,2020-04-14,244,0,3.0,244,5370.0,32.0,14.16,0,0.0,473.0,21.0,241.0,46.21
Newfoundland and Labrador,2020-04-15,247,0,3.0,247,5157.0,32.0,14.16,3,0.0,-213.0,21.0,244.0,46.78
Newfoundland and Labrador,2020-04-16,252,0,3.0,252,5305.0,32.0,14.16,5,0.0,148.0,21.0,249.0,47.74
Newfoundland and Labrador,2020-04-17,256,0,3.0,256,5584.0,32.0,14.16,4,0.0,279.0,21.0,253.0,48.51
Newfoundland and Labrador,2020-04-18,257,0,3.0,257,5870.0,189.0,73.54,1,0.0,286.0,189.0,65.0,12.46
Newfoundland and Labrador,2020-04-19,257,0,3.0,257,6128.0,191.0,74.32,0,0.0,258.0,2.0,63.0,12.08
Newfoundland and Labrador,2020-04-20,257,0,3.0,257,6233.0,191.0,74.32,0,0.0,105.0,0.0,63.0,12.08
Newfoundland and Labrador,2020-04-21,257,0,3.0,257,6383.0,194.0,75.49,0,0.0,150.0,3.0,60.0,11.5
Newfoundland and Labrador,2020-04-22,256,0,3.0,256,6655.0,199.0,77.73,-1,0.0,272.0,5.0,54.0,10.35
Newfoundland and Labrador,2020-04-23,256,0,3.0,256,6862.0,205.0,80.08,0,0.0,207.0,6.0,48.0,9.2
Newfoundland and Labrador,2020-04-24,256,0,3.0,256,7105.0,207.0,80.86,0,0.0,243.0,2.0,46.0,8.82
Newfoundland and Labrador,2020-04-25,257,0,3.0,257,7332.0,208.0,80.93,1,0.0,227.0,1.0,46.0,8.82
Newfoundland and Labrador,2020-04-26,258,0,3.0,258,7440.0,219.0,84.88,1,0.0,108.0,11.0,36.0,6.9
Newfoundland and Labrador,2020-04-27,258,0,3.0,258,7641.0,221.0,85.66,0,0.0,201.0,2.0,34.0,6.52
Newfoundland and Labrador,2020-04-28,258,0,3.0,258,7905.0,222.0,86.05,0,0.0,264.0,1.0,33.0,6.33
Newfoundland and Labrador,2020-04-29,258,0,3.0,258,8191.0,225.0,87.21,0,0.0,286.0,3.0,30.0,5.75
Newfoundland and Labrador,2020-04-30,258,0,3.0,258,8376.0,225.0,87.21,0,0.0,185.0,0.0,30.0,5.75
Newfoundland and Labrador,2020-05-01,259,0,3.0,259,8545.0,230.0,88.8,1,0.0,169.0,5.0,26.0,4.99
Newfoundland and Labrador,2020-05-02,259,0,3.0,259,8716.0,231.0,89.19,0,0.0,171.0,1.0,25.0,4.79
Newfoundland and Labrador,2020-05-03,259,0,3.0,259,8819.0,232.0,89.58,0,0.0,103.0,1.0,24.0,4.6
Newfoundland and Labrador,2020-05-04,259,0,3.0,259,8935.0,233.0,89.96,0,0.0,116.0,1.0,23.0,4.41
Newfoundland and Labrador,2020-05-05,259,0,3.0,259,9127.0,241.0,93.05,0,0.0,192.0,8.0,15.0,2.88
Newfoundland and Labrador,2020-05-06,259,0,3.0,259,9295.0,244.0,94.21,0,0.0,168.0,3.0,12.0,2.3
Newfoundland and Labrador,2020-05-07,261,0,3.0,261,9451.0,244.0,93.49,2,0.0,156.0,0.0,14.0,2.68
Newfoundland and Labrador,2020-05-08,261,0,3.0,261,9571.0,244.0,93.49,0,0.0,120.0,0.0,14.0,2.68
Newfoundland and Labrador,2020-05-09,261,0,3.0,261,9699.0,244.0,93.49,0,0.0,128.0,0.0,14.0,2.68
Newfoundland and Labrador,2020-05-10,261,0,3.0,261,9802.0,244.0,93.49,0,0.0,103.0,0.0,14.0,2.68
Newfoundland and Labrador,2020-05-11,261,0,3.0,261,9896.0,244.0,93.49,0,0.0,94.0,0.0,14.0,2.68
Newfoundland and Labrador,2020-05-12,261,0,3.0,261,10043.0,247.0,94.64,0,0.0,147.0,3.0,11.0,2.11
Newfoundland and Labrador,2020-05-13,261,0,3.0,261,10149.0,247.0,94.64,0,0.0,106.0,0.0,11.0,2.11
Newfoundland and Labrador,2020-05-14,261,0,3.0,261,10275.0,248.0,95.02,0,0.0,126.0,1.0,10.0,1.92
Newfoundland and Labrador,2020-05-15,260,0,3.0,260,10343.0,248.0,95.38,-1,0.0,68.0,0.0,9.0,1.73
Newfoundland and Labrador,2020-05-16,260,0,3.0,260,10524.0,249.0,95.77,0,0.0,181.0,1.0,8.0,1.53
Newfoundland and Labrador,2020-05-17,260,0,3.0,260,10622.0,249.0,95.77,0,0.0,98.0,0.0,8.0,1.53
Newfoundland and Labrador,2020-05-18,260,0,3.0,260,10673.0,249.0,95.77,0,0.0,51.0,0.0,8.0,1.53
Newfoundland and Labrador,2020-05-19,260,0,3.0,260,10744.0,250.0,96.15,0,0.0,71.0,1.0,7.0,1.34
Newfoundland and Labrador,2020-05-20,260,0,3.0,260,10841.0,250.0,96.15,0,0.0,97.0,0.0,7.0,1.34
Newfoundland and Labrador,2020-05-21,260,0,3.0,260,10967.0,253.0,97.31,0,0.0,126.0,3.0,4.0,0.77
Newfoundland and Labrador,2020-05-22,260,0,3.0,260,11096.0,253.0,97.31,0,0.0,129.0,0.0,4.0,0.77
Newfoundland and Labrador,2020-05-23,260,0,3.0,260,11207.0,254.0,97.69,0,0.0,111.0,1.0,3.0,0.58
Newfoundland and Labrador,2020-05-24,260,0,3.0,260,11285.0,254.0,97.69,0,0.0,78.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-05-25,260,0,3.0,260,11333.0,254.0,97.69,0,0.0,48.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-05-26,260,0,3.0,260,11474.0,255.0,98.08,0,0.0,141.0,1.0,2.0,0.38
Newfoundland and Labrador,2020-05-27,260,0,3.0,260,11568.0,255.0,98.08,0,0.0,94.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-05-28,261,0,3.0,261,11769.0,255.0,97.7,1,0.0,201.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-05-29,261,0,3.0,261,11871.0,255.0,97.7,0,0.0,102.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-05-30,261,0,3.0,261,12073.0,255.0,97.7,0,0.0,202.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-05-31,261,0,3.0,261,12188.0,255.0,97.7,0,0.0,115.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-06-01,261,0,3.0,261,12253.0,255.0,97.7,0,0.0,65.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-06-02,261,0,3.0,261,12433.0,256.0,98.08,0,0.0,180.0,1.0,2.0,0.38
Newfoundland and Labrador,2020-06-03,261,0,3.0,261,12601.0,256.0,98.08,0,0.0,168.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-04,261,0,3.0,261,12803.0,256.0,98.08,0,0.0,202.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-05,261,0,3.0,261,12935.0,256.0,98.08,0,0.0,132.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-06,261,0,3.0,261,13192.0,256.0,98.08,0,0.0,257.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-07,261,0,3.0,261,13335.0,256.0,98.08,0,0.0,143.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-08,261,0,3.0,261,13423.0,256.0,98.08,0,0.0,88.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-09,261,0,3.0,261,13705.0,256.0,98.08,0,0.0,282.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-10,261,0,3.0,261,13870.0,256.0,98.08,0,0.0,165.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-11,261,0,3.0,261,14071.0,256.0,98.08,0,0.0,201.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-12,261,0,3.0,261,14236.0,256.0,98.08,0,0.0,165.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-13,261,0,3.0,261,14419.0,256.0,98.08,0,0.0,183.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-14,261,0,3.0,261,14592.0,256.0,98.08,0,0.0,173.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-06-15,261,0,3.0,261,14694.0,257.0,98.47,0,0.0,102.0,1.0,1.0,0.19
Newfoundland and Labrador,2020-06-16,261,0,3.0,261,14902.0,257.0,98.47,0,0.0,208.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-06-17,261,0,3.0,261,15091.0,257.0,98.47,0,0.0,189.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-06-18,261,0,3.0,261,15303.0,258.0,98.85,0,0.0,212.0,1.0,0.0,0.0
Newfoundland and Labrador,2020-06-19,261,0,3.0,261,15539.0,258.0,98.85,0,0.0,236.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-20,261,0,3.0,261,15700.0,258.0,98.85,0,0.0,161.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-21,261,0,3.0,261,15960.0,258.0,98.85,0,0.0,260.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-22,261,0,3.0,261,16104.0,258.0,98.85,0,0.0,144.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-23,261,0,3.0,261,16348.0,258.0,98.85,0,0.0,244.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-24,261,0,3.0,261,16570.0,258.0,98.85,0,0.0,222.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-25,261,0,3.0,261,16855.0,258.0,98.85,0,0.0,285.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-26,261,0,3.0,261,17038.0,258.0,98.85,0,0.0,183.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-27,261,0,3.0,261,17165.0,258.0,98.85,0,0.0,127.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-28,261,0,3.0,261,17406.0,258.0,98.85,0,0.0,241.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-29,261,0,3.0,261,17549.0,258.0,98.85,0,0.0,143.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-06-30,261,0,3.0,261,17690.0,258.0,98.85,0,0.0,141.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-01,261,0,3.0,261,17690.0,258.0,98.85,0,0.0,0.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-02,261,0,3.0,261,18200.0,258.0,98.85,0,0.0,510.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-03,261,0,3.0,261,18313.0,258.0,98.85,0,0.0,113.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-04,261,0,3.0,261,18461.0,258.0,98.85,0,0.0,148.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-05,261,0,3.0,261,18724.0,258.0,98.85,0,0.0,263.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-06,261,0,3.0,261,18876.0,258.0,98.85,0,0.0,152.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-07,261,0,3.0,261,19099.0,258.0,98.85,0,0.0,223.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-08,261,0,3.0,261,19416.0,258.0,98.85,0,0.0,317.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-09,261,0,3.0,261,19759.0,258.0,98.85,0,0.0,343.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-10,262,0,3.0,262,19945.0,258.0,98.47,1,0.0,186.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-07-11,262,0,3.0,262,20139.0,258.0,98.47,0,0.0,194.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-07-12,262,0,3.0,262,20403.0,258.0,98.47,0,0.0,264.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-07-13,262,0,3.0,262,20554.0,258.0,98.47,0,0.0,151.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-07-14,262,0,3.0,262,20766.0,258.0,98.47,0,0.0,212.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-07-15,262,0,3.0,262,21032.0,258.0,98.47,0,0.0,266.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-07-16,262,0,3.0,262,21317.0,258.0,98.47,0,0.0,285.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-07-17,262,0,3.0,262,21546.0,259.0,98.85,0,0.0,229.0,1.0,0.0,0.0
Newfoundland and Labrador,2020-07-18,262,0,3.0,262,21723.0,259.0,98.85,0,0.0,177.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-19,262,0,3.0,262,21976.0,259.0,98.85,0,0.0,253.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-20,262,0,3.0,262,22092.0,259.0,98.85,0,0.0,116.0,0.0,0.0,0.0
Newfoundland and Labrador,2020-07-21,263,0,3.0,263,22356.0,259.0,98.48,1,0.0,264.0,0.0,1.0,0.19
Newfoundland and Labrador,2020-07-22,264,0,3.0,264,22709.0,259.0,98.11,1,0.0,353.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-07-23,264,0,3.0,264,22983.0,259.0,98.11,0,0.0,274.0,0.0,2.0,0.38
Newfoundland and Labrador,2020-07-24,265,0,3.0,265,23254.0,259.0,97.74,1,0.0,271.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-07-25,265,0,3.0,265,23361.0,259.0,97.74,0,0.0,107.0,0.0,3.0,0.58
Newfoundland and Labrador,2020-07-26,266,0,3.0,266,23657.0,259.0,97.37,1,0.0,296.0,0.0,4.0,0.77
Newfoundland and Labrador,2020-07-27,266,0,3.0,266,23839.0,259.0,97.37,0,0.0,182.0,0.0,4.0,0.77
Newfoundland and Labrador,2020-07-28,266,0,3.0,266,24050.0,259.0,97.37,0,0.0,211.0,0.0,4.0,0.77
Newfoundland and Labrador,2020-07-29,266,0,3.0,266,24333.0,259.0,97.37,0,0.0,283.0,0.0,4.0,0.77
Northwest Territories,2020-03-11,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Northwest Territories,2020-03-12,0,0,0.0,0,34.0,0.0,0.0,0,0.0,34.0,0.0,,0.0
Northwest Territories,2020-03-13,0,0,0.0,0,34.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Northwest Territories,2020-03-14,0,0,0.0,0,76.0,0.0,0.0,0,0.0,42.0,0.0,,0.0
Northwest Territories,2020-03-15,0,0,0.0,0,76.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Northwest Territories,2020-03-16,0,0,0.0,0,138.0,0.0,0.0,0,0.0,62.0,0.0,,0.0
Northwest Territories,2020-03-17,0,0,0.0,0,145.0,0.0,0.0,0,0.0,7.0,0.0,,0.0
Northwest Territories,2020-03-18,0,0,0.0,0,145.0,0.0,0.0,0,0.0,0.0,0.0,,0.0
Northwest Territories,2020-03-19,0,0,0.0,0,221.0,0.0,0.0,0,0.0,76.0,0.0,,0.0
Northwest Territories,2020-03-20,0,0,0.0,0,268.0,0.0,0.0,0,0.0,47.0,0.0,,0.0
Northwest Territories,2020-03-21,1,0,0.0,1,301.0,0.0,0.0,1,0.0,33.0,0.0,1.0,2.23
Northwest Territories,2020-03-22,1,0,0.0,1,301.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.23
Northwest Territories,2020-03-23,1,0,0.0,1,364.0,0.0,0.0,0,0.0,63.0,0.0,1.0,2.23
Northwest Territories,2020-03-24,1,0,0.0,1,481.0,0.0,0.0,0,0.0,117.0,0.0,1.0,2.23
Northwest Territories,2020-03-25,1,0,0.0,1,481.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.23
Northwest Territories,2020-03-26,1,0,0.0,1,481.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.23
Northwest Territories,2020-03-27,1,0,0.0,1,545.0,0.0,0.0,0,0.0,64.0,0.0,1.0,2.23
Northwest Territories,2020-03-28,1,0,0.0,1,740.0,0.0,0.0,0,0.0,195.0,0.0,1.0,2.23
Northwest Territories,2020-03-29,1,0,0.0,1,740.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.23
Northwest Territories,2020-03-30,1,0,0.0,1,740.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.23
Northwest Territories,2020-03-31,1,0,0.0,1,808.0,0.0,0.0,0,0.0,68.0,0.0,1.0,2.23
Northwest Territories,2020-04-01,2,0,0.0,2,951.0,0.0,0.0,1,0.0,143.0,0.0,2.0,4.46
Northwest Territories,2020-04-02,2,0,0.0,2,969.0,0.0,0.0,0,0.0,18.0,0.0,2.0,4.46
Northwest Territories,2020-04-03,4,0,0.0,4,1109.0,0.0,0.0,2,0.0,140.0,0.0,4.0,8.92
Northwest Territories,2020-04-04,4,0,0.0,4,1169.0,0.0,0.0,0,0.0,60.0,0.0,4.0,8.92
Northwest Territories,2020-04-05,4,0,0.0,4,1215.0,1.0,25.0,0,0.0,46.0,1.0,3.0,6.69
Northwest Territories,2020-04-06,5,0,0.0,5,1217.0,1.0,20.0,1,0.0,2.0,0.0,4.0,8.92
Northwest Territories,2020-04-07,5,0,0.0,5,1230.0,1.0,20.0,0,0.0,13.0,0.0,5.0,11.15
Northwest Territories,2020-04-08,5,0,0.0,5,1251.0,1.0,20.0,0,0.0,21.0,0.0,5.0,11.15
Northwest Territories,2020-04-09,5,0,0.0,5,1265.0,1.0,20.0,0,0.0,14.0,0.0,5.0,11.15
Northwest Territories,2020-04-10,5,0,0.0,5,1342.0,1.0,20.0,0,0.0,77.0,0.0,5.0,11.15
Northwest Territories,2020-04-11,5,0,0.0,5,1370.0,1.0,20.0,0,0.0,28.0,0.0,5.0,11.15
Northwest Territories,2020-04-12,5,0,0.0,5,1386.0,1.0,20.0,0,0.0,16.0,0.0,5.0,11.15
Northwest Territories,2020-04-13,5,0,0.0,5,1390.0,1.0,20.0,0,0.0,4.0,0.0,5.0,11.15
Northwest Territories,2020-04-14,5,0,0.0,5,1393.0,1.0,20.0,0,0.0,3.0,0.0,5.0,11.15
Northwest Territories,2020-04-15,5,0,0.0,5,1401.0,1.0,20.0,0,0.0,8.0,0.0,5.0,11.15
Northwest Territories,2020-04-16,5,0,0.0,5,1438.0,1.0,20.0,0,0.0,37.0,0.0,5.0,11.15
Northwest Territories,2020-04-17,5,0,0.0,5,1447.0,1.0,20.0,0,0.0,9.0,0.0,5.0,11.15
Northwest Territories,2020-04-18,5,0,0.0,5,1459.0,3.0,60.0,0,0.0,12.0,3.0,2.0,4.46
Northwest Territories,2020-04-19,5,0,0.0,5,1476.0,3.0,60.0,0,0.0,17.0,0.0,2.0,4.46
Northwest Territories,2020-04-20,5,0,0.0,5,1495.0,5.0,100.0,0,0.0,19.0,2.0,0.0,0.0
Northwest Territories,2020-04-21,5,0,0.0,5,1509.0,5.0,100.0,0,0.0,14.0,0.0,0.0,0.0
Northwest Territories,2020-04-22,5,0,0.0,5,1512.0,5.0,100.0,0,0.0,3.0,0.0,0.0,0.0
Northwest Territories,2020-04-23,5,0,0.0,5,1515.0,5.0,100.0,0,0.0,3.0,0.0,0.0,0.0
Northwest Territories,2020-04-24,5,0,0.0,5,1537.0,5.0,100.0,0,0.0,22.0,0.0,0.0,0.0
Northwest Territories,2020-04-25,5,0,0.0,5,1554.0,5.0,100.0,0,0.0,17.0,0.0,0.0,0.0
Northwest Territories,2020-04-26,5,0,0.0,5,1575.0,5.0,100.0,0,0.0,21.0,0.0,0.0,0.0
Northwest Territories,2020-04-27,5,0,0.0,5,1585.0,5.0,100.0,0,0.0,10.0,0.0,0.0,0.0
Northwest Territories,2020-04-28,5,0,0.0,5,1585.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-04-29,5,0,0.0,5,1608.0,5.0,100.0,0,0.0,23.0,0.0,0.0,0.0
Northwest Territories,2020-04-30,5,0,0.0,5,1629.0,5.0,100.0,0,0.0,21.0,0.0,0.0,0.0
Northwest Territories,2020-05-01,5,0,0.0,5,1629.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-05-02,5,0,0.0,5,1682.0,5.0,100.0,0,0.0,53.0,0.0,0.0,0.0
Northwest Territories,2020-05-03,5,0,0.0,5,1697.0,5.0,100.0,0,0.0,15.0,0.0,0.0,0.0
Northwest Territories,2020-05-04,5,0,0.0,5,1697.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-05-05,5,0,0.0,5,1698.0,5.0,100.0,0,0.0,1.0,0.0,0.0,0.0
Northwest Territories,2020-05-06,5,0,0.0,5,1723.0,5.0,100.0,0,0.0,25.0,0.0,0.0,0.0
Northwest Territories,2020-05-07,5,0,0.0,5,1740.0,5.0,100.0,0,0.0,17.0,0.0,0.0,0.0
Northwest Territories,2020-05-08,5,0,0.0,5,1768.0,5.0,100.0,0,0.0,28.0,0.0,0.0,0.0
Northwest Territories,2020-05-09,5,0,0.0,5,1790.0,5.0,100.0,0,0.0,22.0,0.0,0.0,0.0
Northwest Territories,2020-05-10,5,0,0.0,5,1799.0,5.0,100.0,0,0.0,9.0,0.0,0.0,0.0
Northwest Territories,2020-05-11,5,0,0.0,5,1809.0,5.0,100.0,0,0.0,10.0,0.0,0.0,0.0
Northwest Territories,2020-05-12,5,0,0.0,5,1817.0,5.0,100.0,0,0.0,8.0,0.0,0.0,0.0
Northwest Territories,2020-05-13,5,0,0.0,5,1817.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-05-14,5,0,0.0,5,1828.0,5.0,100.0,0,0.0,11.0,0.0,0.0,0.0
Northwest Territories,2020-05-15,5,0,0.0,5,1841.0,5.0,100.0,0,0.0,13.0,0.0,0.0,0.0
Northwest Territories,2020-05-16,5,0,0.0,5,1851.0,5.0,100.0,0,0.0,10.0,0.0,0.0,0.0
Northwest Territories,2020-05-17,5,0,0.0,5,1865.0,5.0,100.0,0,0.0,14.0,0.0,0.0,0.0
Northwest Territories,2020-05-18,5,0,0.0,5,1879.0,5.0,100.0,0,0.0,14.0,0.0,0.0,0.0
Northwest Territories,2020-05-19,5,0,0.0,5,1890.0,5.0,100.0,0,0.0,11.0,0.0,0.0,0.0
Northwest Territories,2020-05-20,5,0,0.0,5,1890.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-05-21,5,0,0.0,5,1899.0,5.0,100.0,0,0.0,9.0,0.0,0.0,0.0
Northwest Territories,2020-05-22,5,0,0.0,5,1906.0,5.0,100.0,0,0.0,7.0,0.0,0.0,0.0
Northwest Territories,2020-05-23,5,0,0.0,5,1906.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-05-24,5,0,0.0,5,1906.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-05-25,5,0,0.0,5,1955.0,5.0,100.0,0,0.0,49.0,0.0,0.0,0.0
Northwest Territories,2020-05-26,5,0,0.0,5,1955.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-05-27,5,0,0.0,5,1973.0,5.0,100.0,0,0.0,18.0,0.0,0.0,0.0
Northwest Territories,2020-05-28,5,0,0.0,5,1994.0,5.0,100.0,0,0.0,21.0,0.0,0.0,0.0
Northwest Territories,2020-05-29,5,0,0.0,5,2001.0,5.0,100.0,0,0.0,7.0,0.0,0.0,0.0
Northwest Territories,2020-05-30,5,0,0.0,5,2001.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-05-31,5,0,0.0,5,2001.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-06-01,5,0,0.0,5,2052.0,5.0,100.0,0,0.0,51.0,0.0,0.0,0.0
Northwest Territories,2020-06-02,5,0,0.0,5,2055.0,5.0,100.0,0,0.0,3.0,0.0,0.0,0.0
Northwest Territories,2020-06-03,5,0,0.0,5,2055.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
Northwest Territories,2020-06-04,5,0,0.0,5,2083.0,5.0,100.0,0,0.0,28.0,0.0,0.0,0.0
Northwest Territories,2020-06-05,5,0,0.0,5,2097.0,5.0,100.0,0,0.0,14.0,0.0,0.0,0.0
Northwest Territories,2020-06-06,5,0,0.0,5,2097.0,5.0,100.0,0,0.0,0.0,0.0,0.0,0.0
